year,player,finish,r1_score,r2_score,r3_score,r4_score,total_score,prize_money,points
2007,Tom Watson,CUT,75,78,--,--,153,,0
2007,Thomas Bjørn,CUT,77,77,--,--,154,,0
2007,Bart Bryant,CUT,72,82,--,--,154,,0
2007,Chad Campbell,CUT,77,77,--,--,154,,0
2007,Darren Clarke,CUT,83,71,--,--,154,,0
2007,Ernie Els,CUT,78,76,--,--,154,,0
2007,Sergio Garcia,CUT,76,78,--,--,154,,0
2007,Todd Hamilton,CUT,74,80,--,--,154,,0
2007,John Kelly,CUT,77,77,--,--,154,,0
2007,Joe Durant,CUT,80,75,--,--,155,,0
2007,Fred Funk,CUT,82,73,--,--,155,,0
2007,Bernhard Langer,CUT,78,77,--,--,155,,0
2007,Ben Curtis,CUT,76,80,--,--,156,,0
2007,Nick O'Hern,CUT,76,80,--,--,156,,0
2007,Richie Ramsay,CUT,76,80,--,--,156,,0
2007,Steve Stricker,CUT,77,79,--,--,156,,0
2007,Ben Crane,CUT,79,78,--,--,157,,0
2007,Johan Edfors,CUT,78,79,--,--,157,,0
2007,Raymond Floyd,CUT,77,80,--,--,157,,0
2007,Kenneth Ferrie,CUT,75,83,--,--,158,,0
2007,Paul Goydos,CUT,79,79,--,--,158,,0
2007,Troy Matteson,CUT,79,79,--,--,158,,0
2007,Robert Allenby,CUT,79,80,--,--,159,,0
2007,Shaun Micheel,CUT,82,77,--,--,159,,0
2007,Gary Player,CUT,83,77,--,--,160,,0
2007,Larry Mize,CUT,83,78,--,--,161,,0
2007,Julien Guerrier,CUT,83,81,--,--,164,,0
2007,Hideto Tanihara,CUT,85,79,--,--,164,,0
2007,Camilo Villegas,CUT,80,85,--,--,165,,0
2007,Casey Watabu,CUT,87,78,--,--,165,,0
2007,Dave Womack,CUT,84,81,--,--,165,,0
2007,Seve Ballesteros,CUT,86,80,--,--,166,,0
2006,Phil Mickelson,1,70,72,70,69,281,"$1,260,000 ",0
2006,Tim Clark,2,70,72,72,69,283,"$756,000 ",0
2006,Chad Campbell,T3,71,67,75,71,284,"$315,700 ",0
2006,Fred Couples,T3,71,70,72,71,284,"$315,700 ",0
2006,Retief Goosen,T3,70,73,72,69,284,"$315,700 ",0
2006,José María Olazábal,T3,76,71,71,66,284,"$315,700 ",0
2006,Tiger Woods,T3,72,71,71,70,284,"$315,700 ",0
2006,Angel Cabrera,T8,73,74,70,68,285,"$210,000 ",0
2006,Vijay Singh,T8,67,74,73,71,285,"$210,000 ",0
2006,Stewart Cink,10,72,73,71,70,286,"$189,000 ",0
2006,Stephen Ames,T11,74,70,70,73,287,"$161,000 ",0
2006,Miguel Angel Jiménez,T11,72,74,69,72,287,"$161,000 ",0
2006,Mike Weir,T11,71,73,73,70,287,"$161,000 ",0
2006,Billy Mayfair,T14,71,72,73,72,288,"$129,500 ",0
2006,Arron Oberholser,T14,69,75,73,71,288,"$129,500 ",0
2006,Geoff Ogilvy,T16,70,75,73,71,289,"$112,000 ",0
2006,Rod Pampling,T16,72,73,72,72,289,"$112,000 ",0
2006,Scott Verplank,T16,74,70,74,71,289,"$112,000 ",0
2006,Stuart Appleby,T19,71,75,73,71,290,"$91,000 ",0
2006,David Howell,T19,71,71,76,72,290,"$91,000 ",0
2006,Nick O'Hern,T19,71,72,76,71,290,"$91,000 ",0
2006,Robert Allenby,T22,73,73,74,71,291,"$67,200 ",0
2006,Darren Clarke,T22,72,70,72,77,291,"$67,200 ",0
2006,Jim Furyk,T22,73,75,68,75,291,"$67,200 ",0
2006,Mark Hensby,T22,80,67,70,74,291,"$67,200 ",0
2006,Davis Love III,T22,74,71,74,72,291,"$67,200 ",0
2006,Ernie Els,T27,71,71,74,76,292,"$49,700 ",0
2006,Padraig Harrington,T27,73,70,75,74,292,"$49,700 ",0
2006,Shingo Katayama,T27,75,70,73,74,292,"$49,700 ",0
2006,Carl Pettersson,T27,72,74,73,73,292,"$49,700 ",0
2006,Adam Scott,T27,72,74,75,71,292,"$49,700 ",0
2006,Thomas Bjørn,T32,73,75,76,69,293,"$40,512 ",0
2006,Brandt Jobe,T32,72,76,77,68,293,"$40,512 ",0
2006,Zach Johnson,T32,74,72,77,70,293,"$40,512 ",0
2006,Ted Purdy,T32,72,76,74,71,293,"$40,512 ",0
2006,Tim Herron,T36,76,71,71,76,294,"$34,416 ",0
2006,Rocco Mediate,T36,68,73,73,80,294,"$34,416 ",0
2006,Rory Sabbatini,T36,76,70,74,74,294,"$34,416 ",0
2006,Jason Bohn,T39,73,71,77,74,295,"$30,100 ",0
2006,Ben Curtis,T39,71,74,77,73,295,"$30,100 ",0
2006,Justin Leonard,T39,75,70,79,71,295,"$30,100 ",0
2006,Rich Beem,T42,71,73,73,79,296,"$25,900 ",0
2006,Luke Donald,T42,74,72,76,74,296,"$25,900 ",0
2006,Larry Mize,T42,75,72,77,72,296,"$25,900 ",0
2006,Olin Browne,45,74,69,80,74,297,"$23,100 ",0
2006,Sergio Garcia,46,72,74,79,73,298,"$21,700 ",0
2006,Ben Crenshaw,47,71,72,78,79,300,"$20,300 ",0
2006,Bart Bryant,CUT,76,73,--,--,149,,0
2006,Michael Campbell,CUT,75,74,--,--,149,,0
2006,Ben Crane,CUT,74,75,--,--,149,,0
2006,Thomas Levet,CUT,78,71,--,--,149,,0
2006,Colin Montgomerie,CUT,74,75,--,--,149,,0
2006,Vaughn Taylor,CUT,75,74,--,--,149,,0
2006,Ian Woosnam,CUT,77,72,--,--,149,,0
2006,Chris DiMarco,CUT,76,74,--,--,150,,0
2006,Todd Hamilton,CUT,74,76,--,--,150,,0
2006,Peter Lonard,CUT,76,74,--,--,150,,0
2006,David Toms,CUT,72,78,--,--,150,,0
2006,Lee Westwood,CUT,75,75,--,--,150,,0
2006,Lucas Glover,CUT,73,78,--,--,151,,0
2006,Trevor Immelman,CUT,75,76,--,--,151,,0
2006,Tom Lehman,CUT,76,75,--,--,151,,0
2006,Joe Ogilvie,CUT,74,77,--,--,151,,0
2006,Henrik Stenson,CUT,77,74,--,--,151,,0
2006,K.J. Choi,CUT,76,76,--,--,152,,0
2006,Raymond Floyd,CUT,79,73,--,--,152,,0
2006,Shaun Micheel,CUT,82,70,--,--,152,,0
2006,Sean O'Hair,CUT,76,76,--,--,152,,0
2006,John Daly,CUT,74,79,--,--,153,,0
2006,Nick Faldo,CUT,79,74,--,--,153,,0
2006,Thongchai Jaidee,CUT,78,75,--,--,153,,0
2006,Bernhard Langer,CUT,79,74,--,--,153,,0
2006,Shigeki Maruyama,CUT,79,75,--,--,154,,0
2006,Mark O'Meara,CUT,82,72,--,--,154,,0
2006,Tom Watson,CUT,79,75,--,--,154,,0
2006,Brian McElhinney,CUT,80,75,--,--,155,,0
2006,Paul McGinley,CUT,78,77,--,--,155,,0
2006,Craig Stadler,CUT,77,78,--,--,155,,0
2006,Mark Calcavecchia,CUT,80,76,--,--,156,,0
2006,Fred Funk,CUT,76,81,--,--,157,,0
2006,Edoardo Molinari,CUT,80,77,--,--,157,,0
2006,David Duval,CUT,84,75,--,--,159,,0
2006,Clay Ogden,CUT,83,76,--,--,159,,0
2006,Fuzzy Zoeller,CUT,78,81,--,--,159,,0
2006,Dillon Dougherty,CUT,82,78,--,--,160,,0
2006,Kevin Marsh,CUT,79,81,--,--,160,,0
2006,Gary Player,CUT,79,81,--,--,160,,0
2006,Sandy Lyle,CUT,80,81,--,--,161,,0
2006,Charles Coody,CUT,89,74,--,--,163,,0
2006,Charles Howell III,CUT,80,84,--,--,164,,0
2005,Tiger Woods,1,74,66,65,71,276,"$1,260,000 ",0
2005,Chris DiMarco,2,67,67,74,68,276,"$756,000 ",0
2005,Luke Donald,T3,68,77,69,69,283,"$406,000 ",0
2005,Retief Goosen,T3,71,75,70,67,283,"$406,000 ",0
2005,Mark Hensby,T5,69,73,70,72,284,"$237,300 ",0
2005,Trevor Immelman,T5,73,73,65,73,284,"$237,300 ",0
2005,Rod Pampling,T5,73,71,70,70,284,"$237,300 ",0
2005,Vijay Singh,T5,68,73,71,72,284,"$237,300 ",0
2005,Mike Weir,T5,74,71,68,71,284,"$237,300 ",0
2005,Phil Mickelson,10,70,72,69,74,285,"$189,000 ",0
2005,Tim Herron,T11,76,68,70,72,286,"$168,000 ",0
2005,David Howell,T11,72,69,76,69,286,"$168,000 ",0
2005,Tom Lehman,T13,74,74,70,69,287,"$135,333 ",0
2005,Justin Leonard,T13,75,71,70,71,287,"$135,333 ",0
2005,Thomas Levet,T13,71,75,68,73,287,"$135,333 ",0
2005,Ryan Moore,T13,71,71,75,70,287,,0
2005,Chad Campbell,T17,73,73,67,75,288,"$112,000 ",0
2005,Darren Clarke,T17,72,76,69,71,288,"$112,000 ",0
2005,Kirk Triplett,T17,75,68,72,73,288,"$112,000 ",0
2005,Stewart Cink,T20,72,72,74,71,289,"$84,840 ",0
2005,Jerry Kelly,T20,75,70,73,71,289,"$84,840 ",0
2005,Bernhard Langer,T20,74,74,70,71,289,"$84,840 ",0
2005,Jeff Maggert,T20,74,74,72,69,289,"$84,840 ",0
2005,Scott Verplank,T20,72,75,69,73,289,"$84,840 ",0
2005,Thomas Bjørn,T25,71,67,71,81,290,"$61,600 ",0
2005,Joe Ogilvie,T25,74,73,73,70,290,"$61,600 ",0
2005,Craig Parry,T25,72,75,69,74,290,"$61,600 ",0
2005,Jim Furyk,28,76,67,74,74,291,"$53,900 ",0
2005,Steve Flesch,T29,76,70,70,76,292,"$50,750 ",0
2005,Kenny Perry,T29,76,68,71,77,292,"$50,750 ",0
2005,Miguel Angel Jiménez,T31,74,74,73,72,293,"$46,550 ",0
2005,Mark O'Meara,T31,72,74,72,75,293,"$46,550 ",0
2005,K.J. Choi,T33,73,72,76,73,294,"$39,620 ",0
2005,Shingo Katayama,T33,72,74,73,75,294,"$39,620 ",0
2005,Ian Poulter,T33,72,74,72,76,294,"$39,620 ",0
2005,Adam Scott,T33,71,76,72,75,294,"$39,620 ",0
2005,Casey Wittenberg,T33,72,72,74,76,294,"$39,620 ",0
2005,Luke List,T33,77,69,78,70,294,,0
2005,Tim Clark,T39,74,74,72,75,295,"$32,200 ",0
2005,Fred Couples,T39,75,71,77,72,295,"$32,200 ",0
2005,Todd Hamilton,T39,77,70,71,77,295,"$32,200 ",0
2005,Ryan Palmer,T39,70,74,74,77,295,"$32,200 ",0
2005,Stuart Appleby,T43,69,76,72,79,296,"$28,000 ",0
2005,Jonathan Kaye,T43,72,74,76,74,296,"$28,000 ",0
2005,Stephen Ames,T45,73,74,75,75,297,"$25,200 ",0
2005,Nick O'Hern,T45,72,72,76,77,297,"$25,200 ",0
2005,Ernie Els,47,75,73,78,72,298,"$23,100 ",0
2005,Jay Haas,48,76,71,76,78,301,"$21,700 ",0
2005,Chris Riley,49,71,77,78,78,304,"$20,300 ",0
2005,Craig Stadler,50,75,73,79,79,306,"$19,180 ",0
2005,Carlos Franco,CUT,76,73,--,--,149,,0
2005,Sergio Garcia,CUT,77,72,--,--,149,,0
2005,Padraig Harrington,CUT,72,77,--,--,149,,0
2005,Charles Howell III,CUT,73,76,--,--,149,,0
2005,Graeme McDowell,CUT,79,70,--,--,149,,0
2005,Robert Allenby,CUT,77,73,--,--,150,,0
2005,Angel Cabrera,CUT,77,73,--,--,150,,0
2005,Fred Funk,CUT,72,78,--,--,150,,0
2005,Lee Westwood,CUT,78,72,--,--,150,,0
2005,Joakim Haeggman,CUT,79,72,--,--,151,,0
2005,Davis Love III,CUT,76,75,--,--,151,,0
2005,Jesper Parnevik,CUT,77,74,--,--,151,,0
2005,Bo Van Pelt,CUT,76,75,--,--,151,,0
2005,Rich Beem,CUT,75,77,--,--,152,,0
2005,Ben Curtis,CUT,80,72,--,--,152,,0
2005,David Duval,CUT,75,77,--,--,152,,0
2005,Raymond Floyd,CUT,76,76,--,--,152,,0
2005,Freddie Jacobson,CUT,77,75,--,--,152,,0
2005,Zach Johnson,CUT,81,71,--,--,152,,0
2005,Peter Lonard,CUT,75,77,--,--,152,,0
2005,Sandy Lyle,CUT,74,78,--,--,152,,0
2005,Rory Sabbatini,CUT,80,72,--,--,152,,0
2005,David Toms,CUT,77,75,--,--,152,,0
2005,Shaun Micheel,CUT,75,78,--,--,153,,0
2005,Larry Mize,CUT,78,75,--,--,153,,0
2005,Jack Nicklaus,CUT,77,76,--,--,153,,0
2005,José María Olazábal,CUT,77,76,--,--,153,,0
2005,Tom Watson,CUT,77,76,--,--,153,,0
2005,John Daly,CUT,80,74,--,--,154,,0
2005,Nick Price,CUT,78,76,--,--,154,,0
2005,Ted Purdy,CUT,77,78,--,--,155,,0
2005,Ben Crenshaw,CUT,76,80,--,--,156,,0
2005,Ian Woosnam,CUT,78,78,--,--,156,,0
2005,Paul Casey,CUT,79,78,--,--,157,,0
2005,Austin Eaton III,CUT,81,77,--,--,158,,0
2005,Shigeki Maruyama,CUT,82,76,--,--,158,,0
2005,Tommy Aaron,CUT,79,82,--,--,161,,0
2005,Fuzzy Zoeller,CUT,84,78,--,--,162,,0
2005,Stuart Wilson,CUT,82,82,--,--,164,,0
2005,Gary Player,CUT,88,79,--,--,167,,0
2005,Charles Coody,CUT,88,83,--,--,171,,0
2005,Billy Casper,W/D,106,--,--,--,106,,0
2004,Phil Mickelson,1,72,69,69,69,279,"$1,170,000 ",0
2004,Ernie Els,2,70,72,71,67,280,"$702,000 ",0
2004,K.J. Choi,3,71,70,72,69,282,"$442,000 ",0
2004,Sergio Garcia,T4,72,72,75,66,285,"$286,000 ",0
2004,Bernhard Langer,T4,71,73,69,72,285,"$286,000 ",0
2004,Paul Casey,T6,75,69,68,74,286,"$189,893 ",0
2004,Fred Couples,T6,73,69,74,70,286,"$189,893 ",0
2004,Chris DiMarco,T6,69,73,68,76,286,"$189,893 ",0
2004,Davis Love III,T6,75,67,74,70,286,"$189,893 ",0
2004,Nick Price,T6,72,73,71,70,286,"$189,893 ",0
2004,Vijay Singh,T6,75,73,69,69,286,"$189,893 ",0
2004,Kirk Triplett,T6,71,74,69,72,286,"$189,893 ",0
2004,Retief Goosen,T13,75,73,70,70,288,"$125,667 ",0
2004,Padraig Harrington,T13,74,74,68,72,288,"$125,667 ",0
2004,Charles Howell III,T13,71,71,76,70,288,"$125,667 ",0
2004,Casey Wittenberg,T13,76,72,71,69,288,,0
2004,Stewart Cink,T17,74,73,69,73,289,"$97,500 ",0
2004,Steve Flesch,T17,76,67,77,69,289,"$97,500 ",0
2004,Jay Haas,T17,69,75,72,73,289,"$97,500 ",0
2004,Freddie Jacobson,T17,74,74,67,74,289,"$97,500 ",0
2004,Stephen Leaney,T17,76,71,73,69,289,"$97,500 ",0
2004,Stuart Appleby,T22,73,74,73,70,290,"$70,200 ",0
2004,Shaun Micheel,T22,72,76,72,70,290,"$70,200 ",0
2004,Justin Rose,T22,67,71,81,71,290,"$70,200 ",0
2004,Tiger Woods,T22,75,69,75,71,290,"$70,200 ",0
2004,Alex Cejka,26,70,70,78,73,291,"$57,200 ",0
2004,Mark O'Meara,T27,73,70,75,74,292,"$51,025 ",0
2004,Bob Tway,T27,75,71,74,72,292,"$51,025 ",0
2004,Scott Verplank,29,74,71,76,72,293,"$48,100 ",0
2004,José María Olazábal,30,71,69,79,75,294,"$46,150 ",0
2004,Bob Estes,T31,76,72,73,74,295,"$41,275 ",0
2004,Brad Faxon,T31,72,76,76,71,295,"$41,275 ",0
2004,Jerry Kelly,T31,74,72,73,76,295,"$41,275 ",0
2004,Ian Poulter,T31,75,73,74,73,295,"$41,275 ",0
2004,Justin Leonard,T35,76,72,72,76,296,"$35,913 ",0
2004,Phillip Price,T35,71,76,73,76,296,"$35,913 ",0
2004,Paul Lawrie,T37,77,70,73,77,297,"$32,663 ",0
2004,Sandy Lyle,T37,72,74,75,76,297,"$32,663 ",0
2004,Eduardo Romero,39,74,73,74,77,298,"$30,550 ",0
2004,Todd Hamilton,40,77,71,76,75,299,"$29,250 ",0
2004,Tim Petrovic,T41,72,75,75,78,300,"$27,950 ",0
2004,Brandt Snedeker,T41,73,75,75,77,300,,0
2004,Jeff Sluman,43,73,70,82,77,302,"$26,650 ",0
2004,Chris Riley,44,70,78,78,78,304,"$25,350 ",0
2004,Robert Allenby,CUT,73,76,--,--,149,,0
2004,Michael Campbell,CUT,76,73,--,--,149,,0
2004,Darren Clarke,CUT,70,79,--,--,149,,0
2004,Ben Crenshaw,CUT,74,75,--,--,149,,0
2004,John Daly,CUT,78,71,--,--,149,,0
2004,Raymond Floyd,CUT,73,76,--,--,149,,0
2004,J.L. Lewis,CUT,77,72,--,--,149,,0
2004,Peter Lonard,CUT,74,75,--,--,149,,0
2004,Craig Perks,CUT,76,73,--,--,149,,0
2004,John Rollins,CUT,74,75,--,--,149,,0
2004,Craig Stadler,CUT,74,75,--,--,149,,0
2004,Mike Weir,CUT,79,70,--,--,149,,0
2004,Lian-Wei Zhang,CUT,77,72,--,--,149,,0
2004,Briny Baird,CUT,77,73,--,--,150,,0
2004,Rich Beem,CUT,77,73,--,--,150,,0
2004,Ben Curtis,CUT,73,77,--,--,150,,0
2004,Fred Funk,CUT,80,70,--,--,150,,0
2004,Jeff Maggert,CUT,78,72,--,--,150,,0
2004,Larry Mize,CUT,76,74,--,--,150,,0
2004,Jack Nicklaus,CUT,75,75,--,--,150,,0
2004,Craig Parry,CUT,74,76,--,--,150,,0
2004,Nathan Smith,CUT,78,72,--,--,150,,0
2004,Angel Cabrera,CUT,74,77,--,--,151,,0
2004,Nick Faldo,CUT,76,75,--,--,151,,0
2004,Jonathan Kaye,CUT,79,72,--,--,151,,0
2004,Len Mattiace,CUT,76,75,--,--,151,,0
2004,Rocco Mediate,CUT,75,76,--,--,151,,0
2004,Colin Montgomerie,CUT,71,80,--,--,151,,0
2004,David Toms,CUT,78,73,--,--,151,,0
2004,Ian Woosnam,CUT,76,75,--,--,151,,0
2004,Nick Flanagan,CUT,78,74,--,--,152,,0
2004,Toshimitsu Izawa,CUT,76,76,--,--,152,,0
2004,Kenny Perry,CUT,74,78,--,--,152,,0
2004,Tom Watson,CUT,76,76,--,--,152,,0
2004,Jonathan Byrd,CUT,79,74,--,--,153,,0
2004,Chad Campbell,CUT,76,77,--,--,153,,0
2004,Trevor Immelman,CUT,77,76,--,--,153,,0
2004,Shigeki Maruyama,CUT,82,71,--,--,153,,0
2004,Adam Scott,CUT,80,73,--,--,153,,0
2004,Gary Wolstenholme,CUT,77,76,--,--,153,,0
2004,Tim Clark,CUT,73,81,--,--,154,,0
2004,Tim Herron,CUT,80,74,--,--,154,,0
2004,Brian Davis,CUT,82,73,--,--,155,,0
2004,Thomas Bjørn,CUT,80,77,--,--,157,,0
2004,Fuzzy Zoeller,CUT,79,81,--,--,160,,0
2004,Gary Player,CUT,82,80,--,--,162,,0
2004,Charles Coody,CUT,88,79,--,--,167,,0
2004,Arnold Palmer,CUT,84,84,--,--,168,,0
2004,Tommy Aaron,CUT,87,83,--,--,170,,0
2003,Mike Weir,1,70,68,75,68,281,"$1,080,000 ",0
2003,Len Mattiace,2,73,74,69,65,281,"$648,000 ",0
2003,Phil Mickelson,3,73,70,72,68,283,"$408,000 ",0
2003,Jim Furyk,4,73,72,71,68,284,"$288,000 ",0
2003,Jeff Maggert,5,72,73,66,75,286,"$240,000 ",0
2003,Ernie Els,T6,79,66,72,70,287,"$208,500 ",0
2003,Vijay Singh,T6,73,71,70,73,287,"$208,500 ",0
2003,Jonathan Byrd,T8,74,71,71,72,288,"$162,000 ",0
2003,Mark O'Meara,T8,76,71,70,71,288,"$162,000 ",0
2003,José María Olazábal,T8,73,71,71,73,288,"$162,000 ",0
2003,David Toms,T8,71,73,70,74,288,"$162,000 ",0
2003,Scott Verplank,T8,76,73,70,69,288,"$162,000 ",0
2003,Tim Clark,T13,72,75,71,71,289,"$120,000 ",0
2003,Retief Goosen,T13,73,74,72,70,289,"$120,000 ",0
2003,Rich Beem,T15,74,72,71,73,290,"$93,000 ",0
2003,Angel Cabrera,T15,76,71,71,72,290,"$93,000 ",0
2003,K.J. Choi,T15,76,69,72,73,290,"$93,000 ",0
2003,Paul Lawrie,T15,72,72,73,73,290,"$93,000 ",0
2003,Davis Love III,T15,77,71,71,71,290,"$93,000 ",0
2003,Tiger Woods,T15,76,73,66,75,290,"$93,000 ",0
2003,Ricky Barnes,21,69,74,75,73,291,,0
2003,Bob Estes,22,76,71,74,71,292,"$72,000 ",0
2003,Brad Faxon,T23,73,71,79,70,293,"$57,600 ",0
2003,Scott McCarron,T23,77,71,72,73,293,"$57,600 ",0
2003,Nick Price,T23,70,75,72,76,293,"$57,600 ",0
2003,Chris Riley,T23,76,72,70,75,293,"$57,600 ",0
2003,Adam Scott,T23,77,72,74,70,293,"$57,600 ",0
2003,Darren Clarke,T28,66,76,78,74,294,"$43,500 ",0
2003,Fred Couples,T28,73,75,69,77,294,"$43,500 ",0
2003,Sergio Garcia,T28,69,78,74,73,294,"$43,500 ",0
2003,Charles Howell III,T28,73,72,76,73,294,"$43,500 ",0
2003,Hunter Mahan,T28,73,72,73,76,294,,0
2003,Nick Faldo,T33,74,73,75,73,295,"$36,375 ",0
2003,Rocco Mediate,T33,73,74,73,75,295,"$36,375 ",0
2003,Loren Roberts,T33,74,72,76,73,295,"$36,375 ",0
2003,Kevin Sutherland,T33,77,72,76,70,295,"$36,375 ",0
2003,Shingo Katayama,T37,74,72,76,74,296,"$31,650 ",0
2003,Billy Mayfair,T37,75,70,77,74,296,"$31,650 ",0
2003,Robert Allenby,T39,76,73,74,74,297,"$27,000 ",0
2003,Craig Parry,T39,74,73,75,75,297,"$27,000 ",0
2003,Kenny Perry,T39,76,72,78,71,297,"$27,000 ",0
2003,Justin Rose,T39,73,76,71,77,297,"$27,000 ",0
2003,Phil Tataurangi,T39,75,70,74,78,297,"$27,000 ",0
2003,Jeff Sluman,44,75,72,76,75,298,"$23,400 ",0
2003,Pat Perez,T45,74,73,79,75,301,"$22,200 ",0
2003,Ryan Moore,T45,73,74,75,79,301,,0
2003,John Rollins,47,74,71,80,77,302,"$21,000 ",0
2003,Jerry Kelly,48,72,76,77,79,304,"$19,800 ",0
2003,Craig Stadler,49,76,73,79,77,305,"$18,600 ",0
2003,Padraig Harrington,CUT,77,73,--,--,150,,0
2003,Scott Hoch,CUT,77,73,--,--,150,,0
2003,Shigeki Maruyama,CUT,75,75,--,--,150,,0
2003,Eduardo Romero,CUT,74,76,--,--,150,,0
2003,Toru Taniguchi,CUT,71,79,--,--,150,,0
2003,Steve Elkington,CUT,75,76,--,--,151,,0
2003,Lee Janzen,CUT,78,73,--,--,151,,0
2003,Tom Lehman,CUT,75,76,--,--,151,,0
2003,Larry Mize,CUT,78,74,--,--,152,,0
2003,Tom Watson,CUT,75,77,--,--,152,,0
2003,Stuart Appleby,CUT,77,76,--,--,153,,0
2003,Miguel Angel Jiménez,CUT,76,77,--,--,153,,0
2003,Chad Campbell,CUT,77,77,--,--,154,,0
2003,Niclas Fasth,CUT,81,73,--,--,154,,0
2003,Toshimitsu Izawa,CUT,78,76,--,--,154,,0
2003,Steve Lowery,CUT,78,76,--,--,154,,0
2003,Colin Montgomerie,CUT,78,76,--,--,154,,0
2003,Kirk Triplett,CUT,82,72,--,--,154,,0
2003,Ian Woosnam,CUT,80,74,--,--,154,,0
2003,Michael Campbell,CUT,78,77,--,--,155,,0
2003,Ben Crenshaw,CUT,79,76,--,--,155,,0
2003,Fred Funk,CUT,79,76,--,--,155,,0
2003,Jay Haas,CUT,79,76,--,--,155,,0
2003,Bernhard Langer,CUT,79,76,--,--,155,,0
2003,Justin Leonard,CUT,82,73,--,--,155,,0
2003,Sandy Lyle,CUT,82,73,--,--,155,,0
2003,Craig Perks,CUT,80,75,--,--,155,,0
2003,Fuzzy Zoeller,CUT,77,78,--,--,155,,0
2003,John Cook,CUT,78,78,--,--,156,,0
2003,John Huston,CUT,73,83,--,--,156,,0
2003,Thomas Levet,CUT,79,77,--,--,156,,0
2003,Tom Byrum,CUT,82,75,--,--,157,,0
2003,Raymond Floyd,CUT,77,80,--,--,157,,0
2003,Peter Lonard,CUT,78,82,--,--,160,,0
2003,Seve Ballesteros,CUT,77,85,--,--,162,,0
2003,David Duval,CUT,79,83,--,--,162,,0
2003,Jack Nicklaus,CUT,85,77,--,--,162,,0
2003,Gary Player,CUT,82,80,--,--,162,,0
2003,Alejandro Larrazabal,CUT,82,81,--,--,163,,0
2003,Charles Coody,CUT,83,81,--,--,164,,0
2003,Arnold Palmer,CUT,83,83,--,--,166,,0
2003,George Zahringer,CUT,82,85,--,--,167,,0
2003,Tommy Aaron,CUT,92,80,--,--,172,,0
2003,Chris DiMarco,W/D,82,--,--,--,82,,0
2002,Tiger Woods,1,70,69,66,71,276,"$1,008,000 ",0
2002,Retief Goosen,2,69,67,69,74,279,"$604,800 ",0
2002,Phil Mickelson,3,69,72,68,71,280,"$380,800 ",0
2002,José María Olazábal,4,70,69,71,71,281,"$268,800 ",0
2002,Ernie Els,T5,70,67,72,73,282,"$212,800 ",0
2002,Padraig Harrington,T5,69,70,72,71,282,"$212,800 ",0
2002,Vijay Singh,7,70,65,72,76,283,"$187,600 ",0
2002,Sergio Garcia,8,68,71,70,75,284,"$173,600 ",0
2002,Angel Cabrera,T9,68,71,73,73,285,"$151,200 ",0
2002,Miguel Angel Jiménez,T9,70,71,74,70,285,"$151,200 ",0
2002,Adam Scott,T9,71,72,72,70,285,"$151,200 ",0
2002,Chris DiMarco,T12,70,71,72,73,286,"$123,200 ",0
2002,Brad Faxon,T12,71,75,69,71,286,"$123,200 ",0
2002,Nick Faldo,T14,75,67,73,72,287,"$98,000 ",0
2002,Davis Love III,T14,67,75,74,71,287,"$98,000 ",0
2002,Shigeki Maruyama,T14,75,72,73,67,287,"$98,000 ",0
2002,Colin Montgomerie,T14,75,71,70,71,287,"$98,000 ",0
2002,Thomas Bjørn,T18,74,67,70,77,288,"$81,200 ",0
2002,Paul McGinley,T18,72,74,71,71,288,"$81,200 ",0
2002,Darren Clarke,T20,70,74,73,72,289,"$65,240 ",0
2002,Jerry Kelly,T20,72,74,71,72,289,"$65,240 ",0
2002,Justin Leonard,T20,70,75,74,70,289,"$65,240 ",0
2002,Nick Price,T20,70,76,70,73,289,"$65,240 ",0
2002,Mark Brooks,T24,74,72,71,73,290,"$46,480 ",0
2002,Stewart Cink,T24,74,70,72,74,290,"$46,480 ",0
2002,Tom Pernice Jr.,T24,74,72,71,73,290,"$46,480 ",0
2002,Jeff Sluman,T24,73,72,71,74,290,"$46,480 ",0
2002,Mike Weir,T24,72,71,71,76,290,"$46,480 ",0
2002,Robert Allenby,T29,73,70,76,72,291,"$38,080 ",0
2002,Charles Howell III,T29,74,73,71,73,291,"$38,080 ",0
2002,Jesper Parnevik,T29,70,72,77,72,291,"$38,080 ",0
2002,John Daly,T32,74,73,70,75,292,"$32,410 ",0
2002,Bernhard Langer,T32,73,72,73,74,292,"$32,410 ",0
2002,Billy Mayfair,T32,74,71,72,75,292,"$32,410 ",0
2002,Craig Stadler,T32,73,72,76,71,292,"$32,410 ",0
2002,Fred Couples,T36,73,73,76,72,294,"$26,950 ",0
2002,Rocco Mediate,T36,75,68,77,74,294,"$26,950 ",0
2002,Greg Norman,T36,71,76,72,75,294,"$26,950 ",0
2002,David Toms,T36,73,74,76,71,294,"$26,950 ",0
2002,Steve Lowery,T40,75,71,76,73,295,"$22,960 ",0
2002,Kirk Triplett,T40,74,70,74,77,295,"$22,960 ",0
2002,Tom Watson,T40,71,76,76,72,295,"$22,960 ",0
2002,Scott Verplank,43,70,75,76,75,296,"$20,720 ",0
2002,Lee Westwood,44,75,72,74,76,297,"$19,600 ",0
2002,Bob Estes,45,73,72,75,78,298,"$18,480 ",0
2002,Paul Azinger,CUT,75,73,--,--,148,,0
